Entry,Entryname,Status,Proteinnames,Genenames,Organism,Length,ECnumber,Geneontology,Crossreference
A0A0G2JPT5,A0A0G2JPT5_HUMAN,unreviewed,Cell cycle checkpoint protein RAD17,Homo sapiens (Human),681,RAD17,,nucleus [GO:0005634]; Rad17 RFC-like complex [GO:0031389]; DNA clamp loader activity [GO:0003689]; DNA damage checkpoint [GO:0000077]; DNA repair [GO:0006281],IPR004582;IPR027417;IPR018324;
A0A1B0GVE1,A0A1B0GVE1_HUMAN,unreviewed,Transcription factor 7-like 2 (Fragment),Homo sapiens (Human),141,TCF7L2,,Wnt signaling pathway [GO:0016055],IPR013558;IPR024940;
A0A1B0VZL6,A0A1B0VZL6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2),Homo sapiens (Human),318,ND1,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137],IPR001694;IPR018086;
H3BTF2,H3BTF2_HUMAN,unreviewed,Cadherin-13,Homo sapiens (Human),37,CDH13,,,
U3KQI4,U3KQI4_HUMAN,unreviewed,Kelch domain-containing protein 8A (Fragment),Homo sapiens (Human),83,KLHDC8A,,,IPR015915;IPR006652;
M1FWY0,M1FWY0_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
B4DTZ6,B4DTZ6_HUMAN,unreviewed,Sodium/hydrogen exchanger,Homo sapiens (Human),476,,,integral component of membrane [GO:0016021]; sodium:proton antiporter activity [GO:0015385]; regulation of pH [GO:0006885],IPR006153;IPR018422;IPR001970;IPR004709;IPR032103;
H0Y896,H0Y896_HUMAN,unreviewed,Cilia- and flagella-associated protein 44 (Fragment),Homo sapiens (Human),419,CFAP44,,,
A8K582,A8K582_HUMAN,unreviewed,Claudin,Homo sapiens (Human),211,,,bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; structural molecule activity [GO:0005198],IPR006187;IPR017974;IPR004031;
I7CT52,I7CT52_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-A,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
Q9UNH2,Q9UNH2_HUMAN,unreviewed,MC51L-53L-54L homolog (Fragment),Homo sapiens (Human),184,,,interleukin-18 binding [GO:0042007],IPR007110;IPR036179;IPR013783;IPR039681;
B7Z1T7,B7Z1T7_HUMAN,unreviewed,"cDNA FLJ61691, highly similar to Homo sapiens myosin head domain containing 1 (MYOHD1), transcript variant 2, mRNA",Homo sapiens (Human),428,,,myosin complex [GO:0016459]; actin binding [GO:0003779]; ATP binding [GO:0005524]; motor activity [GO:0003774],IPR036961;IPR001609;IPR027417;
E1U1M3,E1U1M3_HUMAN,unreviewed,Ubiquitously transcribed tetratricopeptide repeat protein Y-linked transcript variant 47,Homo sapiens (Human),1342,UTY,,histone demethylase activity (H3-K27 specific) [GO:0071558]; metal ion binding [GO:0046872]; regulation of gene expression [GO:0010468],IPR003347;IPR029516;IPR013026;IPR011990;IPR019734;
E5RGG4,E5RGG4_HUMAN,unreviewed,Catenin alpha-1 (Fragment),Homo sapiens (Human),39,CTNNA1,,actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; cell adhesion [GO:0007155],IPR036723;IPR001033;IPR006077;
A0A2I4PZX5,A0A2I4PZX5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A1U9X7G7,A0A1U9X7G7_HUMAN,unreviewed,CCHCR1,Homo sapiens (Human),835,,,cell differentiation [GO:0030154],IPR009800;
Q9UIR5,Q9UIR5_HUMAN,unreviewed,Apolipoprotein(A) (Fragment),Homo sapiens (Human),113,APOA,,,IPR000001;IPR013806;IPR018056;IPR038178;
H0YE93,H0YE93_HUMAN,unreviewed,Oxysterol-binding protein-related protein 9 (Fragment),Homo sapiens (Human),74,OSBPL9,,,IPR000648;IPR011993;IPR001849;
B4E0S0,B4E0S0_HUMAN,unreviewed,"cDNA FLJ61017, highly similar to Transmembrane channel-like protein 8",Homo sapiens (Human),334,,,integral component of plasma membrane [GO:0005887],IPR038900;
F8WEQ1,F8WEQ1_HUMAN,unreviewed,Emerin,Homo sapiens (Human),21,EMD,,,
O75810,O75810_HUMAN,unreviewed,ErbB-3 R1 (Fragment),Homo sapiens (Human),80,c-erbB-3,,peptidyl-tyrosine phosphorylation [GO:0018108]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],IPR036941;
E7BBA2,E7BBA2_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-B,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
H7C194,H7C194_HUMAN,unreviewed,Protein cramped-like (Fragment),Homo sapiens (Human),184,CRAMP1,,,
M0R040,M0R040_HUMAN,unreviewed,Cyclic AMP-dependent transcription factor ATF-5 (Fragment),Homo sapiens (Human),121,ATF5,,DNA-binding transcription factor activity [GO:0003700]; regulation of transcription by RNA polymerase II [GO:0006357],IPR029855;
D5L9F2,D5L9F2_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
J3KT63,J3KT63_HUMAN,unreviewed,Transmembrane protein 94 (Fragment),Homo sapiens (Human),35,TMEM94,,,
H2BDT0,H2BDT0_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
D7GN78,D7GN78_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
L8EAW4,L8EAW4_HUMAN,unreviewed,Alternative protein RNF181,Homo sapiens (Human),56,RNF181,,,
Q16861,Q16861_HUMAN,unreviewed,Super cysteine rich protein (Fragment),Homo sapiens (Human),46,,,,
H7C075,H7C075_HUMAN,unreviewed,Protein FAM78B (Fragment),Homo sapiens (Human),257,FAM78B,,,IPR029638;IPR029639;
A0A087X2D4,A0A087X2D4_HUMAN,unreviewed,Aldehyde dehydrogenase family 3 member B1,Homo sapiens (Human),351,ALDH3B1,,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",IPR016161;IPR016163;IPR016162;IPR015590;
Q99910,Q99910_HUMAN,unreviewed,DNA polymerase beta subunit (Fragment),Homo sapiens (Human),34,,,,
A0A087X2H1,A0A087X2H1_HUMAN,unreviewed,E3 ubiquitin-protein ligase HECTD1,Homo sapiens (Human),2614,HECTD1,,metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842],IPR002110;IPR020683;IPR036770;IPR011989;IPR016024;IPR041200;IPR008979;IPR000569;IPR035983;IPR010606;IPR037252;IPR012919;
Q53YS0,Q53YS0_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
K7EII1,K7EII1_HUMAN,unreviewed,Protein Njmu-R1 (Fragment),Homo sapiens (Human),132,C17orf75,,,IPR028280;
B3KUY5,B3KUY5_HUMAN,unreviewed,"cDNA FLJ40905 fis, clone UTERU2004664, highly similar to Conserved oligomeric Golgi complex component 1",Homo sapiens (Human),894,,,Golgi transport complex [GO:0017119]; intra-Golgi vesicle-mediated transport [GO:0006891],IPR033370;
Q5JPJ8,Q5JPJ8_HUMAN,unreviewed,Adenylyl cyclase-associated protein,Homo sapiens (Human),394,DKFZp686D0714,,actin binding [GO:0003779]; cell morphogenesis [GO:0000902]; cytoskeleton organization [GO:0007010],IPR001837;IPR013912;IPR013992;IPR017901;IPR016098;IPR028418;IPR036223;IPR028417;IPR018106;IPR036222;IPR006599;
A0A143FYT3,A0A143FYT3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2),Homo sapiens (Human),318,ND1,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137],IPR001694;IPR018086;
F6IQB5,F6IQB5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),349,HLA-C,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
Q9P174,Q9P174_HUMAN,unreviewed,PRO2272,Homo sapiens (Human),88,,,,
J7K4S1,J7K4S1_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q2Q441,Q2Q441_HUMAN,unreviewed,MLL/ENL fusion protein (Fragment),Homo sapiens (Human),20,,,,
E9PJ55,E9PJ55_HUMAN,unreviewed,T-complex protein 11-like protein 1,Homo sapiens (Human),595,TCP11L1,,,IPR008862;
F6KRU5,F6KRU5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A4P2STY2,A0A4P2STY2_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),181,HLA-DPB1,,integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]; adaptive immune response [GO:0002250]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011162;IPR014745;IPR000353;
B4DL08,B4DL08_HUMAN,unreviewed,"cDNA FLJ59566, highly similar to Probable ATP-dependent RNA helicase DHX35",Homo sapiens (Human),548,,,ATP binding [GO:0005524]; helicase activity [GO:0004386],IPR002464;IPR011709;IPR007502;IPR014001;IPR001650;IPR027417;
R4GNC4,R4GNC4_HUMAN,unreviewed,"Capping protein, Arp2/3 and myosin-I linker protein 2",Homo sapiens (Human),55,CARMIL2,,,
L0R831,L0R831_HUMAN,unreviewed,Alternative protein C9orf69,Homo sapiens (Human),94,C9orf69,,,
A0A0N7A6U0,A0A0N7A6U0_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
Q16868,Q16868_HUMAN,unreviewed,CYP2E1 protein (Fragment),Homo sapiens (Human),68,CYP2E1,,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",IPR001128;IPR017972;IPR002401;IPR036396;
G3V503,G3V503_HUMAN,unreviewed,ERO1-like protein alpha,Homo sapiens (Human),125,ERO1A,,"endoplasmic reticulum [GO:0005783]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; protein disulfide isomerase activity [GO:0003756]",IPR007266;IPR037192;
A8K0G7,A8K0G7_HUMAN,unreviewed,"cDNA FLJ78425, highly similar to Homo sapiens zinc fingers and homeoboxes 1 (ZHX1), mRNA",Homo sapiens (Human),873,,,nucleus [GO:0005634]; DNA binding [GO:0003677],IPR009057;IPR001356;IPR024578;IPR041057;IPR036236;IPR013087;
A0A1W1B5Q1,A0A1W1B5Q1_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),138,HLA-DQB1,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;
B4DII1,B4DII1_HUMAN,unreviewed,"cDNA FLJ59025, moderately similar to PITSLRE serine/threonine-protein kinaseCDC2L1",Homo sapiens (Human),210,,,kinase activity [GO:0016301],
H9REL7,H9REL7_HUMAN,unreviewed,Cytochrome b,Homo sapiens (Human),380,CYTB,,"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",IPR005798;IPR036150;IPR005797;IPR027387;IPR030689;IPR016174;
Q49AG4,Q49AG4_HUMAN,unreviewed,DIS3 protein,Homo sapiens (Human),796,DIS3,,ribonuclease activity [GO:0004540]; RNA binding [GO:0003723],IPR041505;IPR012340;IPR001900;IPR022966;IPR033771;IPR033770;
A0A059R8T0,A0A059R8T0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2),Homo sapiens (Human),459,ND4,7.1.1.2,"integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",IPR000260;IPR010227;IPR003918;IPR001750;
H3BSC3,H3BSC3_HUMAN,unreviewed,Protein NDRG4 (Fragment),Homo sapiens (Human),109,NDRG4,,,IPR029058;IPR004142;IPR030695;
B7Z3W2,B7Z3W2_HUMAN,unreviewed,"cDNA FLJ54608, highly similar to Zinc finger MYND domain-containing protein 11",Homo sapiens (Human),508,,,,IPR001487;IPR036427;IPR000313;IPR035505;IPR002893;
A0A087X146,A0A087X146_HUMAN,unreviewed,E3 ubiquitin-protein ligase HUWE1 (Fragment),Homo sapiens (Human),191,HUWE1,,,
A0A140CTX4,A0A140CTX4_HUMAN,unreviewed,Myocilin trabecular meshwork inducible glucocorticoid response protein (Fragment),Homo sapiens (Human),89,MYOC,,extracellular space [GO:0005615]; positive regulation of cell migration [GO:0030335]; regulation of cell-matrix adhesion [GO:0001952]; regulation of stress fiber assembly [GO:0051492],IPR031213;IPR003112;
C9JY11,C9JY11_HUMAN,unreviewed,BTB/POZ domain-containing protein KCTD20 (Fragment),Homo sapiens (Human),109,KCTD20,,,IPR039886;
D9J0C2,D9J0C2_HUMAN,unreviewed,Sex-determining region Y protein (Fragment),Homo sapiens (Human),198,,,nuclear speck [GO:0016607]; calmodulin binding [GO:0005516]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; cell differentiation [GO:0030154]; male sex determination [GO:0030238]; sex differentiation [GO:0007548],IPR009071;IPR036910;IPR017253;
E9PPZ9,E9PPZ9_HUMAN,unreviewed,Glycosylphosphatidylinositol anchor attachment 1 protein (Fragment),Homo sapiens (Human),260,GPAA1,,GPI-anchor transamidase complex [GO:0042765],IPR007246;
Q5T9H5,Q5T9H5_HUMAN,unreviewed,Nanos homolog 1 (Fragment),Homo sapiens (Human),84,NANOS1,,RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; regulation of translation [GO:0006417],IPR008705;IPR038129;IPR024161;
Q7Z2W2,Q7Z2W2_HUMAN,unreviewed,Extracellular sulfatase (EC 3.1.6.-),Homo sapiens (Human),871,DKFZp686F13142,3.1.6.-,cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi stack [GO:0005795]; arylsulfatase activity [GO:0004065]; calcium ion binding [GO:0005509]; N-acetylglucosamine-6-sulfatase activity [GO:0008449]; bone development [GO:0060348]; chondrocyte development [GO:0002063]; embryonic skeletal system development [GO:0048706]; esophagus smooth muscle contraction [GO:0014846]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; heparan sulfate proteoglycan metabolic process [GO:0030201]; innervation [GO:0060384]; kidney development [GO:0001822]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; positive regulation of Wnt signaling pathway [GO:0030177],IPR017850;IPR014615;IPR024609;IPR024607;IPR000917;
A0A0X7YLJ3,A0A0X7YLJ3_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A288QEX5,A0A288QEX5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
I3L108,I3L108_HUMAN,unreviewed,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,Homo sapiens (Human),209,KCTD13,,protein homooligomerization [GO:0051260],IPR000210;IPR011333;IPR003131;
B4E2W4,B4E2W4_HUMAN,unreviewed,"cDNA FLJ58999, highly similar to Fukutin",Homo sapiens (Human),271,,,,IPR009644;
E9PI49,E9PI49_HUMAN,unreviewed,Cytosolic carboxypeptidase 2 (Fragment),Homo sapiens (Human),95,AGBL2,,,
Q5FBX6,Q5FBX6_HUMAN,unreviewed,Thrombopoietin nirs variant 2,Homo sapiens (Human),56,THPO,,,
A0A087WT57,A0A087WT57_HUMAN,unreviewed,Uncharacterized protein (Fragment),Homo sapiens (Human),169,,,B cell receptor signaling pathway [GO:0050853]; T cell receptor signaling pathway [GO:0050852],IPR026072;
U3LRI3,U3LRI3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),Homo sapiens (Human),603,ND5,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],IPR010934;IPR003945;IPR001750;IPR001516;
E9PR24,E9PR24_HUMAN,unreviewed,Alkyl transferase (EC 2.5.1.-) (Fragment),Homo sapiens (Human),165,DHDDS,2.5.1.-,"transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",IPR001441;IPR036424;
H3BMQ5,H3BMQ5_HUMAN,unreviewed,ATP-dependent RNA helicase DDX19B (Fragment),Homo sapiens (Human),233,DDX19B,,ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],IPR011545;IPR014001;IPR027417;IPR014014;
A0A097ZMP6,A0A097ZMP6_HUMAN,unreviewed,CUX1-RET fusion protein variant a,Homo sapiens (Human),689,CUX1-RETa,,ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713],IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;
E2GJM9,E2GJM9_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
H3BMS1,H3BMS1_HUMAN,unreviewed,Centriolar coiled-coil protein of 110 kDa (Fragment),Homo sapiens (Human),50,CCP110,,centriole [GO:0005814]; centriole replication [GO:0007099]; regulation of cytokinesis [GO:0032465],IPR033207;
A0A1X9I4T3,A0A1X9I4T3_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DQB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
B3KW95,B3KW95_HUMAN,unreviewed,"cDNA FLJ42616 fis, clone BRACE3014317, highly similar to Homo sapiens vacuolar protein sorting 37A (yeast) (VPS37A), mRNA",Homo sapiens (Human),168,,,ESCRT I complex [GO:0000813]; endosome transport via multivesicular body sorting pathway [GO:0032509]; protein transport [GO:0015031],IPR037202;IPR029012;IPR009851;IPR037859;
C9JTV4,C9JTV4_HUMAN,unreviewed,EF-hand domain-containing protein D1 (Fragment),Homo sapiens (Human),81,EFHD1,,calcium ion binding [GO:0005509],IPR011992;IPR002048;IPR040365;
V9GZ32,V9GZ32_HUMAN,unreviewed,"C-1-tetrahydrofolate synthase, cytoplasmic (Fragment)",Homo sapiens (Human),23,MTHFD1,,methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488],IPR020630;
Q562Q8,Q562Q8_HUMAN,unreviewed,Actin-like protein (Fragment),Homo sapiens (Human),103,ACT,,,IPR004000;IPR020902;
H0YJ04,H0YJ04_HUMAN,unreviewed,Ral GTPase-activating protein subunit alpha-1 (Fragment),Homo sapiens (Human),356,RALGAPA1,,nucleus [GO:0005634]; GTPase activator activity [GO:0005096]; regulation of small GTPase mediated signal transduction [GO:0051056],IPR035974;IPR000331;IPR027107;
D3U3V5,D3U3V5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
B7Z7I0,B7Z7I0_HUMAN,unreviewed,"cDNA FLJ55544, highly similar to Homo sapiens transketolase-like 1 (TKTL1), mRNA",Homo sapiens (Human),590,,,catalytic activity [GO:0003824],IPR029061;IPR009014;IPR005475;IPR020826;IPR033248;IPR005474;
B7Z7W6,B7Z7W6_HUMAN,unreviewed,"cDNA FLJ53247, highly similar to Insulin-degrading enzyme",Homo sapiens (Human),464,,,catalytic activity [GO:0003824]; metal ion binding [GO:0046872],IPR011249;IPR007863;IPR032632;
A8K168,A8K168_HUMAN,unreviewed,Malic enzyme,Homo sapiens (Human),572,,,malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287],IPR015884;IPR012301;IPR037062;IPR012302;IPR001891;IPR036291;
B4DLX8,B4DLX8_HUMAN,unreviewed,"cDNA FLJ57031, highly similar to Midline-1",Homo sapiens (Human),617,,,zinc ion binding [GO:0008270],IPR001870;IPR003649;IPR003879;IPR013320;IPR017903;IPR003961;IPR036116;IPR013783;IPR027727;IPR040859;IPR006574;IPR003877;IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;
D4HP83,D4HP83_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q53FK0,Q53FK0_HUMAN,unreviewed,DNA mismatch repair protein (Fragment),Homo sapiens (Human),878,,,MutSalpha complex [GO:0032301]; ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298],IPR011184;IPR007695;IPR000432;IPR007861;IPR007696;IPR016151;IPR036187;IPR007860;IPR032642;IPR036678;IPR027417;
B4DMR3,B4DMR3_HUMAN,unreviewed,"cDNA FLJ51896, highly similar to Glia-derived nexin",Homo sapiens (Human),334,,,extracellular space [GO:0005615],IPR023795;IPR023796;IPR000215;IPR036186;IPR042178;IPR042185;
A6PVV8,A6PVV8_HUMAN,unreviewed,Phosphatidylinositol 4-kinase beta (Fragment),Homo sapiens (Human),227,PI4KB,,kinase activity [GO:0016301]; phosphatidylinositol phosphorylation [GO:0046854]; phosphatidylinositol-mediated signaling [GO:0048015],IPR011009;IPR000403;IPR036940;IPR018936;IPR015433;
A0A0G2JPH7,A0A0G2JPH7_HUMAN,unreviewed,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens (Human),349,KIR3DL1,,integral component of membrane [GO:0016021],IPR036179;IPR013783;IPR003599;IPR013151;
Q5XLC3,Q5XLC3_HUMAN,unreviewed,"6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 4 splice isoform 4 (EC 2.7.1.105) (EC 3.1.3.46)",Homo sapiens (Human),278,,2.7.1.105; 3.1.3.46,"6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]",IPR003094;IPR013079;IPR013078;IPR029033;IPR027417;IPR001345;
